# Pinned Missionary / Resolution: 31 / Interval length: 13000ms 
0,100
667,70
1067,0
5000,65
5667,45
6333,65
7000,45
7667,65
8333,45
9000,65
9667,45
10333,65
11000,45
11667,65
12333,45
13000,65
13667,45
14333,65
15000,45
15667,65
16333,45
18000,75
18600,30
19333,75
19933,30
20667,75
21267,30
22000,75
22600,30
23333,75
23933,30
24667,75
25267,30
26000,75
26600,30
27333,75
27933,30
28667,75
29267,30
31000,75
31563,30
32250,75
32813,30
33500,75
34063,30
34750,75
35313,30
36000,75
36563,30
37250,75
37813,30
38500,75
39063,30
39750,75
40313,30
41000,75
41563,30
42250,75
42813,30
44000,75
44529,30
45176,75
45706,30
46353,75
46882,30
47529,75
48059,30
48706,75
49235,30
49882,75
50412,30
51059,75
51588,30
52235,75
52765,30
53412,75
53941,30
54588,75
55118,30
55765,75
56294,30
57000,75
57500,30
58111,75
58611,30
59222,75
59722,30
60333,75
60833,30
61444,75
61944,30
62556,75
63056,30
63667,75
64167,30
64778,75
65278,30
65889,75
66389,30
67000,75
67500,30
68111,75
68611,30
70000,75
70474,30
71053,75
71526,30
72105,75
72579,30
73158,75
73632,30
74211,75
74684,30
75263,75
75737,30
76316,75
76789,30
77368,75
77842,30
78421,75
78895,30
79474,75
79947,30
80526,75
81000,30
81579,75
82053,30
83000,75
83450,30
84000,75
84450,30
85000,75
85450,30
86000,75
86450,30
87000,75
87450,30
88000,75
88450,30
89000,75
89450,30
90000,75
90450,30
91000,75
91450,30
92000,75
92450,30
93000,75
93450,30
94000,75
94450,30
96000,75
96429,30
96952,75
97381,30
97905,75
98333,30
98857,75
99286,30
99810,75
100238,30
100762,75
101190,30
101714,75
102143,30
102667,75
103095,30
103619,75
104048,30
104571,75
105000,30
105524,75
105952,30
106476,75
106905,30
107429,75
107857,30
109000,75
109409,30
109909,75
110318,30
110818,75
111227,30
111727,75
112136,30
112636,75
113045,30
113545,75
113955,30
114455,75
114864,30
115364,75
115773,30
116273,75
116682,30
117182,75
117591,30
118091,75
118500,30
119000,75
119409,30
119909,75
120318,30
120818,75
121227,30
122000,75
122391,30
122870,75
123261,30
123739,75
124130,30
124609,75
125000,30
125478,75
125870,30
126348,75
126739,30
127217,75
127609,30
128087,75
128478,30
128957,75
129348,30
129826,75
130217,30
130696,75
131087,30
131565,75
131957,30
132435,75
132826,30
133304,75
133696,30
135000,75
135375,30
135833,75
136208,30
136667,75
137042,30
137500,75
137875,30
138333,75
138708,30
139167,75
139542,30
140000,75
140375,30
140833,75
141208,30
141667,75
142042,30
142500,75
142875,30
143333,75
143708,30
144167,75
144542,30
145000,75
145375,30
145833,75
146208,30
146667,75
147042,30
148000,75
148360,30
148800,75
149160,30
149600,75
149960,30
150400,75
150760,30
151200,75
151560,30
152000,75
152360,30
152800,75
153160,30
153600,75
153960,30
154400,75
154760,30
155200,75
155560,30
156000,75
156360,30
156800,75
157160,30
157600,75
157960,30
158400,75
158760,30
159200,75
159560,30
160000,75
160360,30
161000,75
161346,30
161769,75
162115,30
162538,75
162885,30
163308,75
163654,30
164077,75
164423,30
164846,75
165192,30
165615,75
165962,30
166385,75
166731,30
167154,75
167500,30
167923,75
168269,30
168692,75
169038,30
169462,75
169808,30
170231,75
170577,30
171000,75
171346,30
171769,75
172115,30
172538,75
172885,30
174000,75
174333,30
174741,75
175074,30
175481,75
175815,30
176222,75
176556,30
176963,75
177296,30
177704,75
178037,30
178444,75
178778,30
179185,75
179519,30
179926,75
180259,30
180667,75
181000,30
181407,75
181741,30
182148,75
182481,30
182889,75
183222,30
183630,75
183963,30
184370,75
184704,30
185111,75
185444,30
185852,75
186185,30
187000,75
187321,30
187714,75
188036,30
188429,75
188750,30
189143,75
189464,30
189857,75
190179,30
190571,75
190893,30
191286,75
191607,30
192000,75
192321,30
192714,75
193036,30
193429,75
193750,30
194143,75
194464,30
194857,75
195179,30
195571,75
195893,30
196286,75
196607,30
197000,75
197321,30
197714,75
198036,30
198429,75
198750,30
199143,75
199464,30
200000,75
200310,30
200690,75
201000,30
201379,75
201690,30
202069,75
202379,30
202759,75
203069,30
203448,75
203759,30
204138,75
204448,30
204828,75
205138,30
205517,75
205828,30
206207,75
206517,30
206897,75
207207,30
207586,75
207897,30
208276,75
208586,30
208966,75
209276,30
209655,75
209966,30
210345,75
210655,30
211034,75
211345,30
211724,75
212034,30
213000,75
213300,30
213667,75
213967,30
214333,75
214633,30
215000,75
215300,30
215667,75
215967,30
216333,75
216633,30
217000,75
217300,30
217667,75
217967,30
218333,75
218633,30
219000,75
219300,30
219667,75
219967,30
220333,75
220633,30
221000,75
221300,30
221667,75
221967,30
222333,75
222633,30
223000,75
223300,30
223667,75
223967,30
224333,75
224633,30
225000,75
225300,30
226000,75
226290,30
226645,75
226935,30
227290,75
227581,30
227935,75
228226,30
228581,75
228871,30
229226,75
229516,30
229871,75
230161,30
230516,75
230806,30
231161,75
231452,30
231806,75
232097,30
232452,75
232742,30
233097,75
233387,30
233742,75
234032,30
234387,75
234677,30
235032,75
235323,30
235677,75
235968,30
236323,75
236613,30
236968,75
237258,30
237613,75
237903,30
238258,75
238548,30
239000,75
239281,30
239625,75
239906,30
240250,75
240531,30
240875,75
241156,30
241500,75
241781,30
242125,75
242406,30
242750,75
243031,30
243375,75
243656,30
244000,75
244281,30
244625,75
244906,30
245250,75
245531,30
245875,75
246156,30
246500,75
246781,30
247125,75
247406,30
247750,75
248031,30
248375,75
248656,30
249000,75
249281,30
249625,75
249906,30
250250,75
250531,30
250875,75
251156,30
252000,75
252273,30
252606,75
252879,30
253212,75
253485,30
253818,75
254091,30
254424,75
254697,30
255030,75
255303,30
255636,75
255909,30
256242,75
256515,30
256848,75
257121,30
257455,75
257727,30
258061,75
258333,30
258667,75
258939,30
259273,75
259545,30
259879,75
260152,30
260485,75
260758,30
261091,75
261364,30
261697,75
261970,30
262303,75
262576,30
262909,75
263182,30
263515,75
263788,30
264121,75
264394,30
265000,75
265265,30
265588,75
265853,30
266176,75
266441,30
266765,75
267029,30
267353,75
267618,30
267941,75
268206,30
268529,75
268794,30
269118,75
269382,30
269706,75
269971,30
270294,75
270559,30
270882,75
271147,30
271471,75
271735,30
272059,75
272324,30
272647,75
272912,30
273235,75
273500,30
273824,75
274088,30
274412,75
274676,30
275000,75
275265,30
275588,75
275853,30
276176,75
276441,30
276765,75
277029,30
277353,75
277618,30
278000,75
278257,30
278571,75
278829,30
279143,75
279400,30
279714,75
279971,30
280286,75
280543,30
280857,75
281114,30
281429,75
281686,30
282000,75
282257,30
282571,75
282829,30
283143,75
283400,30
283714,75
283971,30
284286,75
284543,30
284857,75
285114,30
285429,75
285686,30
286000,75
286257,30
286571,75
286829,30
287143,75
287400,30
287714,75
287971,30
288286,75
288543,30
288857,75
289114,30
289429,75
289686,30
290000,75
290257,30
291000,75
291250,30
291556,75
291806,30
292111,75
292361,30
292667,75
292917,30
293222,75
293472,30
293778,75
294028,30
294333,75
294583,30
294889,75
295139,30
295444,75
295694,30
296000,75
296250,30
296556,75
296806,30
297111,75
297361,30
297667,75
297917,30
298222,75
298472,30
298778,75
299028,30
299333,75
299583,30
299889,75
300139,30
300444,75
300694,30
301000,75
301250,30
301556,75
301806,30
302111,75
302361,30
302667,75
302917,30
303222,75
303472,30
304000,75
304243,30
304541,75
304784,30
305081,75
305324,30
305622,75
305865,30
306162,75
306405,30
306703,75
306946,30
307243,75
307486,30
