# Ekiben / Resolution: 31 / Interval length: 13000ms 
0,100
400,0
5000,10
5667,35
6333,10
7000,35
7667,10
8333,35
9000,10
9667,35
10333,10
11000,35
11667,10
12333,35
13000,10
13667,35
14333,10
15000,35
15667,10
16333,35
18000,60
18667,0
19333,60
20000,0
20667,60
21333,0
22000,60
22667,0
23333,60
24000,0
24667,60
25333,0
26000,60
26667,0
27333,60
28000,0
28667,60
29333,0
31000,60
31625,0
32250,60
32875,0
33500,60
34125,0
34750,60
35375,0
36000,60
36625,0
37250,60
37875,0
38500,60
39125,0
39750,60
40375,0
41000,60
41625,0
42250,60
42875,0
44000,60
44588,0
45176,60
45765,0
46353,60
46941,0
47529,60
48118,0
48706,60
49294,0
49882,60
50471,0
51059,60
51647,0
52235,60
52824,0
53412,60
54000,0
54588,60
55176,0
55765,60
56353,0
57000,60
57556,0
58111,60
58667,0
59222,60
59778,0
60333,60
60889,0
61444,60
62000,0
62556,60
63111,0
63667,60
64222,0
64778,60
65333,0
65889,60
66444,0
67000,60
67556,0
68111,60
68667,0
70000,60
70526,0
71053,60
71579,0
72105,60
72632,0
73158,60
73684,0
74211,60
74737,0
75263,60
75789,0
76316,60
76842,0
77368,60
77895,0
78421,60
78947,0
79474,60
80000,0
80526,60
81053,0
81579,60
82105,0
83000,60
83500,0
84000,60
84500,0
85000,60
85500,0
86000,60
86500,0
87000,60
87500,0
88000,60
88500,0
89000,60
89500,0
90000,60
90500,0
91000,60
91500,0
92000,60
92500,0
93000,60
93500,0
94000,60
94500,0
96000,60
96476,0
96952,60
97429,0
97905,60
98381,0
98857,60
99333,0
99810,60
100286,0
100762,60
101238,0
101714,60
102190,0
102667,60
103143,0
103619,60
104095,0
104571,60
105048,0
105524,60
106000,0
106476,60
106952,0
107429,60
107905,0
109000,60
109455,0
109909,60
110364,0
110818,60
111273,0
111727,60
112182,0
112636,60
113091,0
113545,60
114000,0
114455,60
114909,0
115364,60
115818,0
116273,60
116727,0
117182,60
117636,0
118091,60
118545,0
119000,60
119455,0
119909,60
120364,0
120818,60
121273,0
122000,60
122435,0
122870,60
123304,0
123739,60
124174,0
124609,60
125043,0
125478,60
125913,0
126348,60
126783,0
127217,60
127652,0
128087,60
128522,0
128957,60
129391,0
129826,60
130261,0
130696,60
131130,0
131565,60
132000,0
132435,60
132870,0
133304,60
133739,0
135000,60
135417,0
135833,60
136250,0
136667,60
137083,0
137500,60
137917,0
138333,60
138750,0
139167,60
139583,0
140000,60
140417,0
140833,60
141250,0
141667,60
142083,0
142500,60
142917,0
143333,60
143750,0
144167,60
144583,0
145000,60
145417,0
145833,60
146250,0
146667,60
147083,0
148000,60
148400,0
148800,60
149200,0
149600,60
150000,0
150400,60
150800,0
151200,60
151600,0
152000,60
152400,0
152800,60
153200,0
153600,60
154000,0
154400,60
154800,0
155200,60
155600,0
156000,60
156400,0
156800,60
157200,0
157600,60
158000,0
158400,60
158800,0
159200,60
159600,0
160000,60
160400,0
161000,60
161385,0
161769,60
162154,0
162538,60
162923,0
163308,60
163692,0
164077,60
164462,0
164846,60
165231,0
165615,60
166000,0
166385,60
166769,0
167154,60
167538,0
167923,60
168308,0
168692,60
169077,0
169462,60
169846,0
170231,60
170615,0
171000,60
171385,0
171769,60
172154,0
172538,60
172923,0
174000,60
174370,0
174741,60
175111,0
175481,60
175852,0
176222,60
176593,0
176963,60
177333,0
177704,60
178074,0
